phase_type,duration,energy_start,energy_end,energy_consumed,battery_start,battery_end,battery_delta,rho,tau,planning_time,start_time,end_time
traveling,7.69999999999999,39457.7610832626,39691.8749649429,234.113881680285,62.6630690919992+0.17285859493704i,62.4380558008087+0.172906092413579i,-0.225013291190479+4.74974765388991e-05i,7.7003873449887,,,15354,15431
planning,0.8,39691.8749649429,39712.3362935893,20.4613286464009,62.4380558008087+0.172906092413579i,62.4184374419048+0.172910219322134i,-0.0196183589039762+4.12690855494668e-06i,,,0.759550294131409,15431,15439
dwelling,18.6,39712.3362935893,40175.9786302732,463.642336683879,62.4184374419048+0.172910219322134i,61.973893940435+0.173004000255777i,-0.444543501469788+9.37809336433448e-05i,,18.5333330960651,,15439,15625
planning,1,40175.9786302732,40203.6471726965,27.6685424233729,61.973893940435+0.173004000255777i,61.9473239304506+0.173009639460516i,-0.026570009984404+5.63920473864443e-06i,,,0.973164838429023,15625,15635
traveling,7.29999999999999,40203.6471726965,40424.4054075715,220.758234874935,61.9473239304506+0.173009639460516i,61.7349891913983+0.173054920996294i,-0.212334739052253+4.5281535778624e-05i,7.36733852812109,,,15635,15708
planning,1,40424.4054075715,40450.081927713,25.6765201414964,61.7349891913983+0.173054920996294i,61.7103481146312+0.173060159610974i,-0.0246410767670753+5.23861467946474e-06i,,,0.914578787083376,15708,15718
dwelling,19,40450.081927713,40877.3984349206,427.316507207644,61.7103481146312+0.173060159610974i,61.3007639703339+0.173147263580641i,-0.409584144297305+8.71039696672959e-05i,,18.9666664876559,,15718,15908
planning,0.9,40877.3984349206,40900.2335301814,22.8350952608162,61.3007639703339+0.173147263580641i,61.2788410690335+0.173151954142362i,-0.0219229013003925+4.69056172106019e-06i,,,0.856212611908723,15908,15917
traveling,6.09999999999999,40900.2335301814,41059.8530112098,159.619481028392,61.2788410690335+0.173151954142362i,61.12551709558+0.173184831867417i,-0.153323973453489+3.28777250552248e-05i,6.25676158272561,,,15917,15978
planning,0.1,41059.8530112098,41062.3371714274,2.48416021754383,61.12551709558+0.173184831867417i,61.1231322983734+0.173185343169445i,-0.00238479720660223+5.11302027689231e-07i,,,0.0533447045856036,15978,15979
dwelling,20,41062.3371714274,41556.5977051738,494.260533746434,61.1231322983734+0.173185343169445i,60.6484752635227+0.173287509416422i,-0.474657034850779+0.000102166246976787i,,19.9349229945182,,15979,16179
planning,0.6,41556.5977051738,41574.8414396233,18.2437344494901,60.6484752635227+0.173287509416422i,60.630904296025+0.173291326355747i,-0.0175709674976687+3.81693932541283e-06i,,,0.578909550123785,16179,16185
traveling,7.79999999999999,41574.8414396233,41837.6348833603,262.793443736955,60.630904296025+0.173291326355747i,60.3772980419526+0.173346744752928i,-0.253606254072388+5.54183971809563e-05i,7.85005612993312,,,16185,16263
planning,0.6,41837.6348833603,41854.643830255,17.0089468947263,60.3772980419526+0.173346744752928i,60.3609268053547+0.173350309826893i,-0.0163712365979194+3.56507396478967e-06i,,,0.529127821263627,16263,16269
dwelling,19.3,41854.643830255,42316.9713824756,462.32755222066,60.3609268053547+0.173350309826893i,59.916721552272+0.173447010709612i,-0.444205253082728+9.67008827189864e-05i,,19.2999999798018,,16269,16462
planning,0.1,42316.9713824756,42319.5810407889,2.6096583132603,59.916721552272+0.173447010709612i,59.9142109958919+0.173447560407009i,-0.00251055638002384+5.49697397433935e-07i,,,0.0938473642594856,16462,16463
traveling,7.29999999999999,42319.5810407889,42543.0014157953,223.420375006412,59.9142109958919+0.173447560407009i,59.69871296384+0.173495071478667i,-0.215498032051954+4.75110716580962e-05i,7.34774543748481,,,16463,16536
planning,0.6,42543.0014157953,42559.7370356283,16.7356198329653,59.69871296384+0.173495071478667i,59.6825945189676+0.173498620488388i,-0.0161184448723972+3.54900972110439e-06i,,,0.50981828624408,16536,16542
dwelling,19.6,42559.7370356283,43043.6074953755,483.870459747239,59.6825945189676+0.173498620488388i,59.2171067355647+0.173601242058034i,-0.465487783402864+0.000102621569645855i,,19.5666663807375,,16542,16738
planning,0.2,43043.6074953755,43049.4294649651,5.82196958957502,59.2171067355647+0.173601242058034i,59.2114928045151+0.17360249002367i,-0.00561393104965191+1.24796563558127e-06i,,,0.122659520262302,16738,16740
traveling,5.99999999999999,43049.4294649651,43222.7147117326,173.28524676746,59.2114928045151+0.17360249002367i,59.0443961969979+0.173639686203394i,-0.167096607517202+3.71961797238085e-05i,6.18593714857554,,,16740,16800
planning,0.7,43222.7147117326,43242.7358030457,20.0210913131159,59.0443961969979+0.173639686203394i,59.0250907594714+0.173643989544006i,-0.0193054375264907+4.30334061229942e-06i,,,0.640630022814724,16800,16807
dwelling,19.2,43242.7358030457,43651.0006587862,408.264855740541,59.0250907594714+0.173643989544006i,58.6326573963959+0.173731191710085i,-0.392433363075483+8.72021660794364e-05i,,19.1732852880409,,16807,16999
planning,0.7,43651.0006587862,43666.6415588187,15.6409000324638,58.6326573963959+0.173731191710085i,58.6176124691979+0.173734550377223i,-0.0150449271980051+3.35866713760402e-06i,,,0.659410140600888,16999,17006
traveling,7.79999999999999,43666.6415588187,43897.978650326,231.337091507303,58.6176124691979+0.173734550377223i,58.3941977672487+0.173784929401863i,-0.223414701949196+5.03790246399738e-05i,7.84052144991626,,,17006,17084
planning,0.1,43897.978650326,43900.6859841753,2.70733384930645,58.3941977672487+0.173784929401863i,58.3915869541264+0.173785517456183i,-0.00261081312225286+5.88054320044273e-07i,,,0.0242072640140871,17084,17085
dwelling,19.6,43900.6859841753,44335.3791847338,434.693200558562,58.3915869541264+0.173785517456183i,57.9732425300204+0.173879684203045i,-0.418344424106074+9.41667468614404e-05i,,19.5666665361273,,17085,17281
planning,0.2,44335.3791847338,44339.8077976608,4.42861292693124,57.9732425300204+0.173879684203045i,57.9689794833115+0.173880647620018i,-0.00426304670889266+9.63416973254194e-07i,,,0.187758842248749,17281,17283
traveling,7.29999999999999,44339.8077976608,44515.8499352938,176.042137633012,57.9689794833115+0.173880647620018i,57.7992945146066+0.173919154932207i,-0.169684968704836+3.85073121892954e-05i,7.32909924644877,,,17283,17356
planning,0.4,44515.8499352938,44524.281584643,8.43164934924425,57.7992945146066+0.173919154932207i,57.7911803106198+0.173920993138697i,-0.00811420398679985+1.83820648988475e-06i,,,0.342158054686206,17356,17360
dwelling,19.7,44524.281584643,44926.3354232056,402.053838562599,57.7911803106198+0.173920993138697i,57.4042522383078+0.174008953313076i,-0.386928072312031+8.79601743790648e-05i,,19.6666660639968,,17360,17557
planning,0.8,44926.3354232056,44946.0920914322,19.7566682266115,57.4042522383078+0.174008953313076i,57.3851966859124+0.17401331998261i,-0.0190555523954288+4.36666953435028e-06i,,,0.730819472745554,17557,17565
traveling,6.09999999999999,44946.0920914322,45104.1934066917,158.10131525949,57.3851966859124+0.17401331998261i,57.2325953498646+0.174048393836553i,-0.152601336047745+3.50738539425799e-05i,6.2735492058029,,,17565,17626
planning,0.4,45104.1934066917,45114.1555158378,9.9621091460649,57.2325953498646+0.174048393836553i,57.2229837006042+0.174050604335515i,-0.00961164926044944+2.21049896165226e-06i,,,0.302734310343139,17626,17630
dwelling,19.7,45114.1555158378,45543.385685952,429.230170114177,57.2229837006042+0.174050604335515i,56.8093439035146+0.174145868723719i,-0.413639797089608+9.52643882040916e-05i,,19.6565590463145,,17630,17827
planning,0.2,45543.385685952,45548.3338502098,4.94816425781028,56.8093439035146+0.174145868723719i,56.8045675224351+0.174146976669682i,-0.004776381079445+1.10794596375197e-06i,,,0.126666673940643,17827,17829
traveling,7.79999999999999,45548.3338502098,45767.1485860618,218.814735852029,56.8045675224351+0.174146976669682i,56.5929359463547+0.174196361466317i,-0.211631576080435+4.93847966348548e-05i,7.76700584084291,,,17829,17907
planning,0.1,45767.1485860618,45769.73902454,2.5904384781461,56.5929359463547+0.174196361466317i,56.5904333275401+0.174196945298967i,-0.00250261881459579+5.83832649558857e-07i,,,0.02174148457026,17907,17908
dwelling,19.7,45769.73902454,46221.6681216008,451.929097060878,56.5904333275401+0.174196945298967i,56.1543050118339+0.174298885149509i,-0.436128315706149+0.000101939850541855i,,19.6666665353108,,17908,18105
planning,0.8,46221.6681216008,46244.4561008426,22.787979241737,56.1543050118339+0.174298885149509i,56.1322489064173+0.174304094011203i,-0.0220561054166666+5.2088616938617e-06i,,,0.749320876685502,18105,18113
traveling,7.39999999999999,46244.4561008426,46465.7077070921,221.25160624952,56.1322489064173+0.174304094011203i,55.9178905985067+0.174354936822135i,-0.214358307910551+5.08428109320669e-05i,7.42090007805864,,,18113,18187
planning,0.4,46465.7077070921,46475.6865704796,9.97886338749959,55.9178905985067+0.174354936822135i,55.9082456316842+0.174357218430067i,-0.00964496682253468+2.28160793283583e-06i,,,0.365932293049415,18187,18191
dwelling,19.9,46475.6865704796,46936.8280222746,461.141451795018,55.9082456316842+0.174357218430067i,55.4627653040736+0.174462967634883i,-0.445480327610547+0.000105749204815292i,,19.8666666502612,,18191,18390
planning,0.7,46936.8280222746,46954.8722988332,18.0442765586049,55.4627653040736+0.174462967634883i,55.445306913117+0.174467144253043i,-0.0174583909566763+4.1766181602676e-06i,,,0.682407360623801,18390,18397
traveling,6.09999999999999,46954.8722988332,47119.1143648725,164.242066039311,55.445306913117+0.174467144253043i,55.2862830497766+0.174505312258895i,-0.15902386334038+3.81680058522127e-05i,6.27631335910753,,,18397,18458
planning,0.3,47119.1143648725,47127.0291534058,7.91478853326407,55.2862830497766+0.174505312258895i,55.2786212182676+0.174507153614274i,-0.00766183150903998+1.84135537872887e-06i,,,0.220453604697384,18458,18461
dwelling,20.1,47127.0291534058,47583.6442862627,456.615132856932,55.2786212182676+0.174507153614274i,54.8372158172389+0.17461343187251i,-0.441405401028604+0.000106278258235837i,,20.0156450142001,,18461,18662
planning,0.5,47583.6442862627,47595.91460976,12.2703234972796,54.8372158172389+0.17461343187251i,54.8253407552271+0.174616311276381i,-0.0118750620118391+2.87940387100338e-06i,,,0.482343995745444,18662,18667
traveling,7.89999999999999,47595.91460976,47851.3134851355,255.39887537554,54.8253407552271+0.174616311276381i,54.5771139897025+0.174677191867395i,-0.248226765524599+6.08805910140009e-05i,7.88611050076691,,,18667,18746
planning,0.6,47851.3134851355,47867.7473152857,16.4338301501266,54.5771139897025+0.174677191867395i,54.5611818886777+0.174681090425931i,-0.0159321010248448+3.8985585359419e-06i,,,0.583344029678784,18746,18752
dwelling,19.5,47867.7473152857,48338.389564303,470.642249017328,54.5611818886777+0.174681090425931i,54.105462419837+0.174792905611615i,-0.455719468840705+0.000111815185683817i,,19.4666664723277,,18752,18947
planning,0.6,48338.389564303,48354.4371479576,16.0475836545593,54.105462419837+0.174792905611615i,54.0898992192485+0.17479675630254i,-0.0155632005884812+3.85069092548318e-06i,,,0.509783201568647,18947,18953
traveling,7.39999999999999,48354.4371479576,48594.0425572632,239.605409305623,54.0898992192485+0.17479675630254i,53.8567600374032+0.17485499030172i,-0.23313918184526+5.82339991795078e-05i,7.46264164019717,,,18953,19027
planning,0.9,48594.0425572632,48618.2921648836,24.2496076204116,53.8567600374032+0.17485499030172i,53.8332316124033+0.17486085040371i,-0.0235284249999381+5.86010199044029e-06i,,,0.831026128093785,19027,19036
dwelling,19.7,48618.2921648836,49082.2148528811,463.922687997496,53.8332316124033+0.17486085040371i,53.3836844623961+0.174973134029178i,-0.449547150007199+0.000112283625468168i,,19.6333311116896,,19036,19233
planning,0.1,49082.2148528811,49085.042206258,2.82735337688064,53.3836844623961+0.174973134029178i,53.3809376273145+0.174973827320491i,-0.0027468350815596+6.93291312775512e-07i,,,0.0352803027653006,19233,19234
traveling,6.09999999999999,49085.042206258,49270.1585285417,185.116322283684,53.3809376273145+0.174973827320491i,53.2008810805529+0.175019479651394i,-0.180056546761634+4.56523309034229e-05i,6.21823115698486,,,19234,19295
planning,0.7,49270.1585285417,49290.3815493523,20.2230208106121,53.2008810805529+0.175019479651394i,53.181222638155+0.175024469586316i,-0.019658442397855+4.98993492145661e-06i,,,0.681744225232058,19295,19302
dwelling,19.8,49290.3815493523,49749.260409171,458.878859818709,53.181222638155+0.175024469586316i,52.7362138614105+0.175137511555735i,-0.445008776744501+0.000113041969419275i,,19.714357092859,,19302,19500
planning,0.1,49749.260409171,49751.7674879219,2.50707875088119,52.7362138614105+0.175137511555735i,52.7337796686703+0.175138134736171i,-0.00243419274024603+6.23180435588289e-07i,,,0.0760702909491919,19500,19501
traveling,7.79999999999999,49751.7674879219,49988.9298199693,237.162332047446,52.7337796686703+0.175138134736171i,52.5028364371285+0.175197781686629i,-0.230943231541772+5.96469504587083e-05i,7.8319790160227,,,19501,19579
planning,0.3,49988.9298199693,49997.1727679347,8.24294796542381,52.5028364371285+0.175197781686629i,52.4948210126125+0.175199851986081i,-0.00801542451603154+2.07029945120674e-06i,,,0.230406454595062,19579,19582
dwelling,19.6,49997.1727679347,50477.1324853867,479.959717451937,52.4948210126125+0.175199851986081i,52.0286108385137+0.175320721900381i,-0.466210174098791+0.000120869914300603i,,19.5333330796244,,19582,19778
planning,0.4,50477.1324853867,50487.2297480652,10.0972626785224,52.0286108385137+0.175320721900381i,52.0187960042688+0.17532328539893i,-0.0098148342449349+2.56349854896309e-06i,,,0.36896141000887,19778,19782
traveling,7.29999999999999,50487.2297480652,50703.1083239403,215.878575875104,52.0187960042688+0.17532328539893i,51.8084116513569+0.17537868070382i,-0.210384352911845+5.53953048893219e-05i,7.38671100376222,,,19782,19855
planning,0.3,50703.1083239403,50710.8258961578,7.71757221753796,51.8084116513569+0.17537868070382i,51.800905734878+0.175380654416773i,-0.00750591647896215+1.97371295310167e-06i,,,0.223969533154463,19855,19858
dwelling,20,50710.8258961578,51115.6619428709,404.836046713033,51.800905734878+0.175380654416773i,51.4080797411195+0.175484006111523i,-0.392825993758457+0.000103351694750287i,,19.9333329484556,,19858,20058
planning,0.7,51115.6619428709,51131.5630060435,15.9010631726705,51.4080797411195+0.175484006111523i,51.3926279102087+0.175488105254791i,-0.0154518309107701+4.09914326829353e-06i,,,0.68773642502728,20058,20065
traveling,6.09999999999999,51131.5630060435,51272.3957769251,140.832770881563,51.3926279102087+0.175488105254791i,51.2557311275643+0.175524518253732i,-0.136896782644421+3.64129989410822e-05i,6.27337992656133,,,20065,20126
planning,0.4,51272.3957769251,51280.5720206497,8.17624372457067,51.2557311275643+0.175524518253732i,51.2477928213678+0.175526628750756i,-0.00793830619650038+2.11049702361632e-06i,,,0.31123486300137,20126,20130
dwelling,19.9,51280.5720206497,51656.5888197103,376.016799060642,51.2477928213678+0.175526628750756i,50.8828722395482+0.175624051392367i,-0.364920581819604+9.74226416111945e-05i,,19.8244496440573,,20130,20329
planning,0.1,51656.5888197103,51658.8690695391,2.28024982882926,50.8828722395482+0.175624051392367i,50.8806545677481+0.175624648935025i,-0.00221767180011057+5.97542658159478e-07i,,,0.0203575195111952,20329,20330
traveling,7.79999999999999,51658.8690695391,51879.9819131263,221.112843587172,50.8806545677481+0.175624648935025i,50.6649169330408+0.175683333679102i,-0.215737634707267+5.86847440767202e-05i,7.78509470712481,,,20330,20408
planning,0.6,51879.9819131263,51896.4279409287,16.4460278023616,50.6649169330408+0.175683333679102i,50.6488807159545+0.175687704062122i,-0.0160362170863166+4.37038301998038e-06i,,,0.501301633758293,20408,20414
dwelling,19.3,51896.4279409287,52332.0050205307,435.577079602081,50.6488807159545+0.175687704062122i,50.2249860567404+0.17580347782077i,-0.423894659214099+0.000115773758648491i,,19.2333329669787,,20414,20607
planning,0.1,52332.0050205307,52334.6408022771,2.63578174637951,50.2249860567404+0.17580347782077i,50.2224155485066+0.175804187082263i,-0.00257050823384475+7.09261493037072e-07i,,,0.0276556109283272,20607,20608
traveling,7.29999999999999,52334.6408022771,52569.932962392,235.292160114863,50.2224155485066+0.175804187082263i,49.992184365617+0.175868355653488i,-0.230231182889518+6.41685712247653e-05i,7.3404821427289,,,20608,20681
planning,0.6,52569.932962392,52587.17827142,17.2453090280469,49.992184365617+0.175868355653488i,49.9753400905296+0.175873049722975i,-0.0168442750874647+4.69406948644391e-06i,,,0.578487903092393,20681,20687
dwelling,19.5,52587.17827142,53048.7092417336,461.530970313557,49.9753400905296+0.175873049722975i,49.525479252233+0.175998727226444i,-0.449860838296573+0.00012567750346909i,,19.4666653974878,,20687,20882
planning,0.5,53048.7092417336,53062.1352655106,13.4260237770504,49.525479252233+0.175998727226444i,49.5123678391367+0.176002428923387i,-0.0131114130963468+3.70169694333122e-06i,,,0.422934709389219,20882,20887
traveling,6.09999999999999,53062.1352655106,53237.0155896345,174.880324123878,49.5123678391367+0.176002428923387i,49.3414025661255+0.176050932107035i,-0.170965273011113+4.85031836476302e-05i,6.21932195176806,,,20887,20948
planning,0.3,53237.0155896345,53244.807322087,7.79173245243146,49.3414025661255+0.176050932107035i,49.3337945005887+0.176053090872801i,-0.00760806553689264+2.15876576628582e-06i,,,0.224642924532913,20948,20951
dwelling,19.6,53244.807322087,53696.8522732964,452.044951209478,49.3337945005887+0.176053090872801i,48.8928493868087+0.176178787140979i,-0.440945113779975+0.000125696268177572i,,19.5908699990248,,20951,21147
planning,0.1,53696.8522732964,53699.8339049111,2.98163161467528,48.8928493868087+0.176178787140979i,48.8899304222104+0.176179630888826i,-0.00291896459824414+8.43747847173448e-07i,,,0.0648098716817543,21147,21148
traveling,7.69999999999999,53699.8339049111,53971.6590118994,271.825106988261,48.8899304222104+0.176179630888826i,48.622946088385+0.176257638364768i,-0.26698433382542+7.80074759425264e-05i,7.73142998913088,,,21148,21225
planning,0.4,53971.6590118994,53983.7123197722,12.0533078728258,48.622946088385+0.176257638364768i,48.6111389093979+0.17626108398451i,-0.011807178987155+3.44561974194302e-06i,,,0.336965815377745,21225,21229
dwelling,19.2,53983.7123197722,54476.2513584509,492.539038678726,48.6111389093979+0.17626108398451i,48.1295128105038+0.176402193837226i,-0.481626098894104+0.000141109852716148i,,19.1333331803328,,21229,21421
planning,0.1,54476.2513584509,54479.01539441,2.7640359590805,48.1295128105038+0.176402193837226i,48.1268063433538+0.176402994924164i,-0.00270646714990619+8.01086937118889e-07i,,,0.0981003487205534,21421,21422
traveling,7.19999999999999,54479.01539441,54709.9692684764,230.953874066407,48.1268063433538+0.176402994924164i,47.9000624270135+0.176470713689235i,-0.226743916340325+6.77187650717226e-05i,7.27550991179467,,,21422,21494
planning,0.1,54709.9692684764,54712.5557824552,2.58651397882932,47.9000624270135+0.176470713689235i,47.8975310194961+0.176471467598781i,-0.00253140751741654+7.53909545653242e-07i,,,0.0683152468644602,21494,21495
dwelling,19.7,54712.5557824552,55120.2779360498,407.722153594543,47.8975310194961+0.176471467598781i,47.4993596721526+0.176590282504084i,-0.398171347343556+0.000118814905302994i,,19.6666665687522,,21495,21692
planning,0.1,55120.2779360498,55122.6770071053,2.399071055479,47.4993596721526+0.176590282504084i,47.4970122800118+0.176590990171982i,-0.00234739214078417+7.07667898391939e-07i,,,0.00648044181812146,21692,21693
traveling,5.9,55122.6770071053,55297.3886781737,174.71167106845,47.4970122800118+0.176590990171982i,47.3255379498186+0.176643152234841i,-0.171474330193142+5.21620628582964e-05i,6.10175039044925,,,21693,21752
planning,0.1,55297.3886781737,55300.153636369,2.76495819531556,47.3255379498186+0.176643152234841i,47.3228268635119+0.176643977605177i,-0.00271108630668948+8.2537033616048e-07i,,,0.0667554983922244,21752,21753
dwelling,19,55300.153636369,55756.3012696431,456.147633274028,47.3228268635119+0.176643977605177i,46.876189719401+0.176780558119868i,-0.446637144110916+0.000136580514691342i,,18.9709662556271,,21753,21943
planning,0.4,55756.3012696431,55767.3384177306,11.0371480875619,46.876189719401+0.176780558119868i,46.8653593929511+0.176783909217008i,-0.0108303264499625+3.35109713953119e-06i,,,0.373092532405975,21943,21947
traveling,7.59999999999999,55767.3384177306,56017.7146272101,250.376209479466,46.8653593929511+0.176783909217008i,46.6188976537105+0.176860984869379i,-0.246461739240516+7.70756523710558e-05i,7.60168824162645,,,21947,22023
planning,0.2,56017.7146272101,56022.9769278857,5.26230067558936,46.6188976537105+0.176860984869379i,46.613734923066+0.176862595096241i,-0.00516273064453543+1.61022686256951e-06i,,,0.156253696694389,22023,22025
dwelling,18.8,56022.9769278857,56411.6691986217,388.692270736043,46.613734923066+0.176862595096241i,46.2333175850047+0.176981424159153i,-0.380417338061342+0.000118829062912273i,,18.7999997378066,,22025,22213
planning,0.5,56411.6691986217,56423.6976288085,12.0284301867505,46.2333175850047+0.176981424159153i,46.2215217246755+0.176985147814692i,-0.0117958603291441+3.72365553885645e-06i,,,0.426469191710426,22213,22218
traveling,7.09999999999999,56423.6976288085,56638.0501854853,214.352556676873,46.2215217246755+0.176985147814692i,46.010545754752+0.177052494036484i,-0.210975969923481+6.73462217917475e-05i,7.2162839398631,,,22218,22289
planning,0.4,56638.0501854853,56648.2413208845,10.1911353991381,46.010545754752+0.177052494036484i,46.0005406795613+0.177055683051759i,-0.0100050751907261+3.18901527512905e-06i,,,0.395355795381741,22289,22293
dwelling,19,56648.2413208845,57085.1387096508,436.897388766309,46.0005406795613+0.177055683051759i,45.571965429162+0.177193081092798i,-0.428575250399355+0.000137398041038933i,,18.9999993677797,,22293,22483
planning,0.6,57085.1387096508,57100.4185701036,15.2798604527779,45.571965429162+0.177193081092798i,45.5569525705457+0.177197946208383i,-0.015012858616295+4.86511558522862e-06i,,,0.566332009676316,22483,22489
traveling,5.99999999999999,57100.4185701036,57263.144980224,162.726410120486,45.5569525705457+0.177197946208383i,45.3969054465789+0.177250075573499i,-0.160047123966734+5.21293651154497e-05i,6.11360024160742,,,22489,22549
planning,0.6,57263.144980224,57280.2370707279,17.0920905038947,45.3969054465789+0.177250075573499i,45.380081373308+0.177255580860432i,-0.0168240732709322+5.50528693279984e-06i,,,0.568761208029169,22549,22555
dwelling,18.8,57280.2370707279,57740.1977162272,459.960645499261,45.380081373308+0.177255580860432i,44.9280298986799+0.177404243169043i,-0.452051474628099+0.00014866230861138i,,18.7183914270502,,22555,22743
planning,0.7,57740.1977162272,57757.2116982387,17.0139820115073,44.9280298986799+0.177404243169043i,44.9113029675824+0.177409792505163i,-0.0167269310975158+5.54933611976449e-06i,,,0.64502876168435,22743,22750
traveling,7.69999999999999,57757.2116982387,57983.66026685,226.448568611282,44.9113029675824+0.177409792505163i,44.6879986623955+0.177484646889965i,-0.223304305186907+7.48543848021754e-05i,7.74516946152798,,,22750,22827
planning,0.5,57983.66026685,57996.5800651689,12.9197983189006,44.6879986623955+0.177484646889965i,44.6752814601227+0.177488911615121i,-0.0127172022727606+4.26472515571708e-06i,,,0.43567051036614,22827,22832
dwelling,18.8,57996.5800651689,58437.6824696839,441.102404514997,44.6752814601227+0.177488911615121i,44.2414175735287+0.177635338718408i,-0.43386388659404+0.000146427103286856i,,18.766666450566,,22832,23020
planning,0.4,58437.6824696839,58448.3747213704,10.6922516864943,44.2414175735287+0.177635338718408i,44.2308793197275+0.177638938124932i,-0.0105382538011369+3.59940652433499e-06i,,,0.385595045949547,23020,23024
traveling,7.19999999999999,58448.3747213704,58650.5010036373,202.126282266901,44.2308793197275+0.177638938124932i,44.0314660065648+0.177707442267446i,-0.199413313162694+6.85041425144139e-05i,7.27550991179467,,,23024,23096
planning,0.9,58650.5010036373,58673.2724402251,22.7714365878492,44.0314660065648+0.177707442267446i,44.0090292795522+0.177715160082731i,-0.022436727012618+7.71781528513538e-06i,,,0.86351126613127,23096,23105
dwelling,18.9,58673.2724402251,59100.0255770093,426.753136784166,44.0090292795522+0.177715160082731i,43.588932072873+0.177860548568032i,-0.420097206679181+0.000145388485300463i,,18.8666664581808,,23105,23294
planning,0.5,59100.0255770093,59112.3736660567,12.3480890474239,43.588932072873+0.177860548568032i,43.5767587675398+0.177864806917422i,-0.0121733053332349+4.25834938982961e-06i,,,0.456169797620972,23294,23299
traveling,5.99999999999999,59112.3736660567,59277.3354959011,164.961829844426,43.5767587675398+0.177864806917422i,43.4138652077643+0.177922159392732i,-0.162893559775497+5.73524753104127e-05i,6.1689116228461,,,23299,23359
planning,1,59277.3354959011,59304.5530958619,27.2175999607352,43.4138652077643+0.177922159392732i,43.3869893379285+0.177931654115342i,-0.0268758698357843+9.49472260966533e-06i,,,0.923675833629512,23359,23369
dwelling,18.8,59304.5530958619,59764.6299534179,460.076857556058,43.3869893379285+0.177931654115342i,42.9330899638343+0.178093128684461i,-0.453899374094242+0.000161474569118775i,,18.7953527941013,,23369,23557
planning,0.1,59764.6299534179,59767.66278231,3.03282889207912,42.9330899638343+0.178093128684461i,42.9300877106584+0.178094213057903i,-0.00300225317585756+1.08437344206735e-06i,,,0.0172199828015898,23557,23558
traveling,7.69999999999999,59767.66278231,60021.4478617182,253.785079408168,42.9300877106584+0.178094213057903i,42.6784337748761+0.178185849108869i,-0.251653935782336+9.16360509666814e-05i,7.7003873449887,,,23558,23635
planning,0.7,60021.4478617182,60038.8529719628,17.405110244661,42.6784337748761+0.178185849108869i,42.6612422042511+0.17819209040837i,-0.0171915706249663+6.24129950102525e-06i,,,0.67696803826283,23635,23642
dwelling,18.7,60038.8529719628,60457.8868385778,419.033866614984,42.6612422042511+0.17819209040837i,42.2476717477771+0.178343196396941i,-0.413570456474069+0.000151105988571099i,,18.6333330909623,,23642,23829
planning,0.5,60457.8868385778,60470.2786206132,12.3917820353236,42.2476717477771+0.178343196396941i,42.2354217219286+0.178347722290066i,-0.0122500258484237+4.52589312502361e-06i,,,0.42380720776875,23829,23834
traveling,7.19999999999999,60470.2786206132,60684.1851816643,213.906561051168,42.2354217219286+0.178347722290066i,42.0233264628844+0.178426891996384i,-0.212095259044204+7.91697063179664e-05i,7.29827513898154,,,23834,23906
planning,0.3,60684.1851816643,60692.1649938258,7.9798121615022,42.0233264628844+0.178426891996384i,42.0154270609689+0.178429842926828i,-0.00789940191556582+2.95093044322403e-06i,,,0.245019308082333,23906,23909
dwelling,19.5,60692.1649938258,61156.9003262345,464.735332408694,42.0154270609689+0.178429842926828i,41.5557847807207+0.178602744586481i,-0.459642280248204+0.000172901659653057i,,19.4666665864817,,23909,24104
planning,0.5,61156.9003262345,61170.4042582039,13.5039319694115,41.5557847807207+0.178602744586481i,41.5424009239755+0.17860784533761i,-0.0133838567451079+5.10075112913899e-06i,,,0.478404593316951,24104,24109
traveling,5.99999999999999,61170.4042582039,61341.4178018013,171.013543597386,41.5424009239755+0.17860784533761i,41.3727377473449+0.178672861360499i,-0.169663176630685+6.50160228887198e-05i,6.16080885641514,,,24109,24169
planning,0.4,61341.4178018013,61352.3204809337,10.9026791324213,41.3727377473449+0.178672861360499i,41.3619264395204+0.178677014270858i,-0.0108113078244827+4.15291035987808e-06i,,,0.357886928319589,24169,24173
dwelling,19.2,61352.3204809337,61821.5835480164,469.263067082684,41.3619264395204+0.178677014270858i,40.8970151025029+0.178856884184933i,-0.464911337017504+0.000179869914074482i,,19.1741431344349,,24173,24365
planning,1,61821.5835480164,61850.2332720761,28.6497240596364,40.8970151025029+0.178856884184933i,40.8685555059019+0.178868057937777i,-0.0284595966009604+1.11737528439293e-05i,,,0.960420635960129,24365,24375
traveling,7.79999999999999,61850.2332720761,62109.7536271167,259.52035504063,40.8685555059019+0.178868057937777i,40.6100089928868+0.178970727484924i,-0.258546513015126+0.000102669547147549i,7.84591098642397,,,24375,24453
planning,0.3,62109.7536271167,62118.6921285161,8.93850139941787,40.6100089928868+0.178970727484924i,40.6011191995806+0.178974263286659i,-0.00888979330616735+3.53580173506618e-06i,,,0.286368865068578,24453,24456
dwelling,19.3,62118.6921285161,62580.7688512398,462.076722723643,40.6011191995806+0.178974263286659i,40.1426422534044+0.179157375094362i,-0.458476946176226+0.000183111807702585i,,19.2999997363377,,24456,24649
