phase_type,duration,distance,energy_start,energy_end,energy_consumed,battery_start,battery_end,battery_delta,rho,tau,planning_time,start_time,end_time
dwelling,3.5,0,14897.6608556886,14984.1614005674,86.5005448787015,86.0960042715852,86.0151416838624,-0.0808625877228195,,3.48888887877806,,4722,4757
planning,0.8,0,14984.1614005674,15007.5571867054,23.3957861380841,86.0151416838624,85.9932253159966,-0.0219163678657708,,,0.759544183284847,4757,4765
traveling,7.69999999999999,25.0199920063936,15007.5571867054,15314.8801753688,307.322988663394,85.9932253159966,85.7038100509681,-0.289415265028524,7.69379756728558,,,4765,4842
planning,1,0,15314.8801753688,15342.4792605822,27.5990852134109,85.7038100509681,85.6779682307811,-0.0258418201869546,,,0.904150529823396,4842,4852
dwelling,3,0,15342.4792605822,15419.6739839295,77.1947233472129,85.6779682307811,85.6057460012365,-0.0722222295446073,,2.96666666463392,,4852,4882
planning,0.9,0,15419.6739839295,15446.4951294208,26.8211454913471,85.6057460012365,85.5806053788209,-0.0251406224156057,,,0.865960717781123,4882,4891
traveling,8.89999999999998,30.886890422961,15446.4951294208,15769.9945245536,323.499395132754,85.5806053788209,85.2763787190448,-0.304226659776049,8.88916546277157,,,4891,4980
planning,0.8,0,15769.9945245536,15789.711128922,19.716604368492,85.2763787190448,85.2579350269777,-0.0184436920671374,,,0.76976117151056,4980,4988
dwelling,5.3,0,15789.711128922,15904.8634493281,115.152320406027,85.2579350269777,85.1503500264332,-0.107585000544475,,5.21764705877137,,4988,5041
planning,0.8,0,15904.8634493281,15922.648904878,17.7854555499307,85.1503500264332,85.1337289420188,-0.0166210844144103,,,0.770573443422409,5041,5049
traveling,8.29999999999999,27.8567765543682,15922.648904878,16148.5653708781,225.916466000124,85.1337289420188,84.9220831490999,-0.211645792918873,8.29808736119463,,,5049,5132
planning,0.2,0,16148.5653708781,16152.3985091703,3.83313829214057,84.9220831490999,84.9185051612128,-0.00357798788715513,,,0.150840456631898,5132,5134
dwelling,3.9,0,16152.3985091703,16219.1860811592,66.7875719889107,84.9185051612128,84.856216709961,-0.0622884512518311,,3.82222221923264,,5134,5173
planning,0.3,0,16219.1860811592,16226.0654280711,6.87934691194823,84.856216709961,84.8497840709268,-0.00643263903413072,,,0.22381604345962,5173,5176
traveling,7.69999999999999,25.0199920063936,16226.0654280711,16462.8694325443,236.804004473212,84.8497840709268,84.627527080283,-0.222256990643828,7.69379756728556,,,5176,5253
planning,1,0,16462.8694325443,16487.3107410759,24.4413085315464,84.627527080283,84.6046525037826,-0.022874576500385,,,0.965698410463353,5253,5263
dwelling,3,0,16487.3107410759,16549.3465374407,62.0357963647948,84.6046525037826,84.5466890275842,-0.0579634761983954,,2.96666666299742,,5263,5293
planning,0.2,0,16549.3465374407,16553.7378203372,4.39128289650762,84.5466890275842,84.5425835650208,-0.00410546256344446,,,0.152724765334805,5293,5295
traveling,8.89999999999998,30.886890422961,16553.7378203372,16806.9671296708,253.22930933363,84.5425835650208,84.3050817210954,-0.237501843925415,8.88916546291452,,,5295,5384
planning,0.7,0,16806.9671296708,16821.5638689373,14.5967392664388,84.3050817210954,84.2914387506934,-0.0136429704019605,,,0.670500604016903,5384,5391
dwelling,5.2,0,16821.5638689373,16925.8716002108,104.307731273519,84.2914387506934,84.1939757945507,-0.0974629561426923,,5.12352941171969,,5391,5443
planning,0.6,0,16925.8716002108,16939.9223221789,14.0507219680985,84.1939757945507,84.1808267793508,-0.0131490151999145,,,0.523055293932455,5443,5449
traveling,8.29999999999999,27.8567765543682,16939.9223221789,17209.9720632839,270.049741105056,84.1808267793508,83.9269831894191,-0.253843589931648,8.2980873612544,,,5449,5532
planning,1,0,17209.9720632839,17238.6255104153,28.6534471313462,83.9269831894191,83.9000985581098,-0.0268846313093292,,,0.941498985347083,5532,5542
dwelling,2.9,0,17238.6255104153,17311.1493244109,72.5238139956236,83.9000985581098,83.8321604466753,-0.0679381114345574,,2.89999999995389,,5542,5571
planning,0.1,0,17311.1493244109,17314.0184293297,2.86910491878007,83.8321604466753,83.8294682096903,-0.00269223698491317,,,0.0586253582245083,5571,5572
traveling,7.69999999999999,25.0199920063936,17314.0184293297,17617.171933669,303.153504339287,83.8294682096903,83.5435075625905,-0.285960647099813,7.69379756733232,,,5572,5649
planning,0.4,0,17617.171933669,17629.8293563842,12.657422715205,83.5435075625905,83.5316112814932,-0.0118962810973784,,,0.318794963773423,5649,5653
dwelling,3.5,0,17629.8293563842,17724.5402282427,94.7108718585332,83.5316112814932,83.4427760321282,-0.0888352493649194,,3.47777776736303,,5653,5688
planning,0.9,0,17724.5402282427,17751.6562799104,27.1160516677301,83.4427760321282,83.4173055335884,-0.0254704985397893,,,0.805474969549952,5688,5697
traveling,8.89999999999998,30.886890422961,17751.6562799104,18088.1616567357,336.505376825287,83.4173055335884,83.0999929599323,-0.31731257365611,8.88916546288842,,,5697,5786
planning,0.5,0,18088.1616567357,18101.4152816777,13.2536249420082,83.0999929599323,83.087560170585,-0.0124327893473861,,,0.462664675818414,5786,5791
dwelling,5.4,0,18101.4152816777,18228.0758775872,126.660595909419,83.087560170585,82.968899505316,-0.118660665268948,,5.35882352933885,,5791,5845
planning,0.1,0,18228.0758775872,18230.7414907262,2.66561313909187,82.968899505316,82.966398522845,-0.00250098247100539,,,0.02212877093775,5845,5846
traveling,8.29999999999999,27.8567765543682,18230.7414907262,18528.3545303573,297.613039631091,82.966398522845,82.6859160723954,-0.280482450449639,8.2980873612496,,,5846,5929
planning,0.8,0,18528.3545303573,18551.348381932,22.9938515747162,82.6859160723954,82.6643160285374,-0.02160004385793,,,0.76280514252623,5929,5937
dwelling,3.2,0,18551.348381932,18637.4769477215,86.128565789495,82.6643160285374,82.5834708309089,-0.080845197628534,,3.11111111039551,,5937,5969
planning,0.5,0,18637.4769477215,18653.1756506642,15.6987029426782,82.5834708309089,82.5687045881098,-0.0147662427990838,,,0.447435872339593,5969,5974
